Customer Index,SHAP Sum,Feature,Feature Value,SHAP Value
10326,1.774817933874393,age,-0.8513741246084927,-0.00031298312203914015
10326,1.774817933874393,balance_cash,-0.4749353821337822,-0.006295318957630828
10326,1.774817933874393,balance_investment,-0.1747993190532104,-0.006029926638140828
10326,1.774817933874393,balance_pension,-0.2805115249462839,0.0026608984808854795
10326,1.774817933874393,balance_3a,-0.3143983079284059,-0.002514679971196198
10326,1.774817933874393,app_logins,2.1029214455788465,-0.012522832000555484
10326,1.774817933874393,income,0.0125013672689902,-0.02450309271551911
10326,1.774817933874393,has_twint,0.6469745407443263,-0.012756181247824775
10326,1.774817933874393,has_credit_card,-0.4392504325931926,0.003012927483853387
10326,1.774817933874393,has_partner_account,-0.5594266897205863,0.003092204119067846
10326,1.774817933874393,account_trx_ls_amount,-1.281431606967846,-0.012810638930280978
10326,1.774817933874393,card_trx_ls_amount,-0.7178260267940184,-0.012525925246908366
10326,1.774817933874393,investment_risk_score,-0.2729566417829808,0.0013490391582999493
10326,1.774817933874393,vermoegenszuwachs_3mo,-0.4158540340672175,0.004667782873316687
10326,1.774817933874393,vermoegenszuwachs_6mo,-0.4022197377811322,-0.020535714743705368
10326,1.774817933874393,ID,-1.3852017829726242,-1.4964000906613013
10326,1.774817933874393,residence_status_b,False,-0.03191739138452404
10326,1.774817933874393,residence_status_c,False,-0.023406847216263637
10326,1.774817933874393,residence_status_ch,False,-0.09601030311275958
10326,1.774817933874393,residence_status_l,True,-0.0014887052199075998
10326,1.774817933874393,residence_status_s,False,4.450590412427646e-06
